courseId,bankName,bankType,evaluationType,scopeType,scopeOrder,question,labelA,labelB,labelC,labelD,isCorrect
cmlf8ui0u0000os5iqlycmegv,Module 1 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,1,Using same lot size on Gold as EURUSD causes larger swings due to:,Indicator error,Contract size and volatility differences,Broker manipulation,Spread removal,B
cmlf8ui0u0000os5iqlycmegv,Module 1 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,1,Low-liquidity hours show wider spreads because of:,Deep liquidity,Institutional withdrawal,Chart malfunction,Guaranteed reversal,B
cmlf8ui0u0000os5iqlycmegv,Module 1 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,1,Rapid break below lows then reversal reflects:,Random behavior,Liquidity interaction and opposing flow,Indicator repainting,Broker targeting,B
cmlf8ui0u0000os5iqlycmegv,Module 1 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,1,Placing stops at obvious lows risks:,Reduced volatility,Stop execution during liquidity interaction,Spread elimination,Guaranteed continuation,B
cmlf8ui0u0000os5iqlycmegv,Module 1 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,1,Different fill price during news most reflects:,Platform error,Normal slippage,Personal targeting,Indicator malfunction,B
cmlf8ui0u0000os5iqlycmegv,Module 1 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,1,Strong index trends during session reflect:,Random pricing,Institutional participation,Spread removal,Retail coordination,B
cmlf8ui0u0000os5iqlycmegv,Module 1 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,1,No opposing liquidity means:,Execution cannot occur,Spread disappears,Trend guaranteed,Broker intervenes,A
cmlf8ui0u0000os5iqlycmegv,Module 1 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,1,Ignoring contract specs before trading Oil risks:,Reduced liquidity,Misjudging exposure per lot,Volatility removal,Guaranteed slippage,B
cmlf8ui0u0000os5iqlycmegv,Module 1 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,1,Liquidity awareness improves stop placement by:,Removing risk,Avoiding obvious liquidity clusters,Guaranteeing entry,Eliminating spread,B
cmlf8ui0u0000os5iqlycmegv,Module 1 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,1,Execution uncertainty increases during:,High liquidity,Low volatility,High-impact news with thin liquidity,Stable environment,C
cmlf8ui0u0000os5iqlycmegv,Module 1 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,1,Asset volatility must align with account size to:,Eliminate drawdown,Maintain proportional risk,Guarantee profit,Reduce slippage,B
cmlf8ui0u0000os5iqlycmegv,Module 1 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,1,Spread widening increases trader cost because it:,Reduces volatility,Raises transaction cost,Guarantees execution,Eliminates risk,B
cmlf8ui0u0000os5iqlycmegv,Module 1 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,1,Confusing broker with market leads to:,Improved discipline,Misinterpretation of execution events,Reduced risk,Spread stabilization,B
cmlf8ui0u0000os5iqlycmegv,Module 1 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,1,Price reflects order interaction because it:,Is manually adjusted,Aggregates executed transactions,Is indicator driven,Is centrally fixed,B
cmlf8ui0u0000os5iqlycmegv,Module 1 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,1,Increasing lot size without volatility adjustment likely causes:,Stable equity,Increased drawdown variability,Reduced margin,Spread elimination,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,A higher timeframe candle forms by:,Changing historical price,Aggregating lower timeframe transactions,Eliminating volatility,Adjusting liquidity,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,A long-bodied candle with minimal wicks most directly reflects:,Guaranteed continuation,Strong net displacement during that timeframe,Spread elimination,Indicator confirmation,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,Two candles with identical OHLC values may still differ because:,Spread changed,Intraperiod price path may have differed,Liquidity disappeared,Broker intervened,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,Volatility expansion is often associated with:,Balanced order flow,Increased participation and order imbalance,Zero liquidity,Market closure,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,The London–New York session overlap typically increases:,Direction certainty,Liquidity participation,Spread elimination,Indicator accuracy,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,Switching from M5 to H1 changes:,Executed transactions,Aggregation level of data,Institutional intent,Market structure,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,A candle closing near its high confirms only:,Future breakout,Final position within its range,Institutional control,Guaranteed continuation,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,Session transitions influence price primarily by changing:,Monetary policy,Liquidity conditions,Historical price,Contract specifications,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,Volatility is best defined as:,Price direction,Degree of fluctuation,Institutional positioning,Spread size,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,Lower timeframes appear noisier because they:,Change market structure,Display smaller fluctuations in greater detail,Increase liquidity,Reduce spread,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,You observe small candles during Asia session followed by large candles at London open. This most likely reflects:,Random fluctuation,Liquidity increase with session transition,Indicator recalculation,Spread removal,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,"An H1 candle shows a large upper wick. Structurally, this means:",Guaranteed reversal,Price traded higher but did not sustain at that level,Spread disappeared,Indicator repainting,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,Switching to a higher timeframe makes volatility appear smoother because:,Price changes,Data is compressed,Spread narrows,Liquidity disappears,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,A trader assumes a strong bearish candle guarantees further decline. This assumption ignores that:,Candles are random,"Candles describe completed data, not future outcome",Spread disappears,Institutional bias is fixed,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,"During high-impact news, you observe larger ranges and faster movement. This most logically reflects:",Indicator malfunction,Volatility expansion driven by liquidity shifts,Spread elimination,Market closure,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,"Two traders observe the same price movement on different timeframes and reach different conclusions. Structurally, this difference arises from:",Market inconsistency,Different data compression levels,Institutional manipulation,Spread adjustment,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,A candle shows identical Open and Close. This most directly reflects:,No trading activity,Net zero displacement during that timeframe,Spread elimination,Institutional control,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,You observe volatility contraction followed by large impulsive candles. This transition most likely represents:,Random shift,Expansion following balance,Spread removal,Indicator repaint,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,High volatility increases risk because it:,Guarantees direction,Expands potential price movement,Reduces spread,Eliminates liquidity,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,Trading during low-liquidity hours without adjustment increases risk due to:,Spread elimination,Unstable price behavior,Direction certainty,Indicator accuracy,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,Misinterpreting candle shape as prediction may lead to:,Improved discipline,Emotional decision-making,Reduced exposure,Spread stability,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,Ignoring timeframe context can cause traders to:,Understand volatility better,Overreact to minor fluctuations,Eliminate risk,Reduce emotional bias,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,Volatility contraction does NOT guarantee:,Smaller candles,Immediate expansion,Reduced displacement,Temporary balance,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,Session-based volatility differences primarily reflect:,Indicator shifts,Participation intensity,Spread elimination,Price manipulation,B
cmlf8ui0u0000os5iqlycmegv,Module 2 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,2,A trader increasing position size during volatility expansion without adjustment most likely experiences:,Stable equity,Greater drawdown variability,Spread elimination,Direction certainty,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,Market structure is determined by:,Indicator signals,Sequence of confirmed swing highs and lows,Candle color,Spread size,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,An uptrend requires which confirmed sequence?,LL & LH,HH & HL,Equal highs,Large candles,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,A range is best described as:,Continuous structural progression,Oscillation between defined boundaries without consistent HH/HL or LL/LH sequence,Guaranteed breakout setup,High volatility phase,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,BOS confirms:,Structural continuation,Immediate reversal,Guaranteed trend acceleration,Indicator accuracy,A
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,CHoCH indicates:,Structural violation against prevailing trend,Guaranteed new trend,Spread elimination,Market closure,A
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,A swing becomes confirmed when:,The candle closes bullish,Price moves away in opposite direction,Volume increases,Spread narrows,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,Timeframe selection affects:,Historical price,Structural visibility and swing granularity,Monetary policy,Liquidity source,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,A break that does not close beyond a confirmed swing:,Qualifies as BOS,Qualifies as CHoCH,Does not confirm structural break at Level 1,Confirms new trend,C
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,HH and HL without continuation may indicate:,Guaranteed uptrend,Temporary structural sequence requiring confirmation,Market closure,Spread contraction,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,Structure must always be evaluated relative to:,Indicator settings,Timeframe context,News calendar,Spread movement,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,"On H1, price forms HH → HL → HH, then closes below the most recent HL. Structurally, this is:",BOS,CHoCH,Range,Volatility spike only,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,"Price oscillates between two levels without forming new HH or LL for several days. Structurally, this indicates:",Uptrend,Downtrend,Range,BOS,C
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,Price closes above prior swing high in an uptrend. This confirms:,CHoCH,BOS,Reversal,Spread elimination,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,"On M15, CHoCH appears but H1 structure remains intact. This indicates:",Market inconsistency,Timeframe-dependent structure,Indicator repainting,Spread distortion,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,A trader labels every small fluctuation as swing high/low. This likely results in:,Clearer structure,Structural confusion,Reduced volatility,Confirmed trend,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,"After CHoCH occurs, price consolidates instead of reversing. This demonstrates:",CHoCH guarantees reversal,Structural violation does not guarantee new trend,Spread elimination,Indicator failure,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,A strong candle that does not break a confirmed swing:,Automatically qualifies as BOS,Does not qualify as structural break,Confirms reversal,Eliminates structure,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,A confirmed LL followed by LH sequence most directly indicates:,Uptrend,Downward structural progression,Range,Reversal,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,Misinterpreting BOS as guaranteed continuation may lead to:,Improved discipline,Overconfidence and risk exposure,Reduced volatility,Spread stability,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,Ignoring timeframe context when evaluating CHoCH can cause:,Structural clarity,Emotional overreaction,Spread elimination,Reduced risk,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,Premature swing labeling increases risk by:,Reducing bias,Creating false structural assumptions,Eliminating volatility,Confirming trends,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,Assuming every range must break strongly may result in:,Better patience,Structural misinterpretation,Lower exposure,Spread consistency,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,Treating CHoCH as trade authorization ignores that:,Structure equals signal,Structural violation alone does not confirm new sequence,Spread narrows,Volatility disappears,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,Structural discipline primarily improves:,Indicator performance,Context awareness and bias control,Spread elimination,News prediction,B
cmlf8ui0u0000os5iqlycmegv,Module 3 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,3,Structure analysis at Level 1 is designed to:,Generate entry signals,Predict exact reversals,Build structural literacy without execution authority,Replace risk management,C
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,Equal highs most directly represent liquidity concentration rather than guaranteed breakout.,TRUE,FALSE,Indicator signal,Spread anomaly,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,A liquidity sweep triggers clustered stop orders beyond visible structure.,TRUE,FALSE,Indicator crossover,Spread change,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,Liquidity pools represent broader order clustering zones compared to equal highs/lows.,TRUE,FALSE,Only imbalance,Only midpoint,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,A Fair Value Gap forms due to aggressive displacement creating imbalance.,TRUE,FALSE,Slow consolidation,Indicator repainting,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,Premium and discount analysis requires defined range boundaries.,TRUE,FALSE,Indicator confirmation,News event,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,A sweep must be confirmed using closed-bar logic at Level 1.,TRUE,FALSE,Intrabar spike sufficient,Indicator signal,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,FVG presence alone guarantees price will retrace to fill it.,TRUE,FALSE,Only in trends,Only in ranges,B
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,Equal highs should be treated as approximate zones rather than exact pip lines.,TRUE,FALSE,Immediate entry,Indicator only,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,Premium/discount relevance depends on timeframe context.,TRUE,FALSE,Timeframe irrelevant,Spread dependent,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,Liquidity events must always be evaluated within structural context.,TRUE,FALSE,Structure irrelevant,Indicator dependent,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,Price spikes above equal highs and closes back below. Structurally this is classified as a sweep.,TRUE,FALSE,Breakout,New trend,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,Price closes above equal highs and forms new HH. This is more consistent with breakout continuation than sweep.,TRUE,FALSE,Always sweep,Range only,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,"Price partially fills an FVG and continues trending, demonstrating imbalance behavior is not deterministic.",TRUE,FALSE,Always fully fills,Structure invalid,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,Price is in premium but continues forming HH/HL sequence. Location alone does not override structure.,TRUE,FALSE,Premium invalidates uptrend,Midpoint guarantees reversal,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,A liquidity pool visible on H1 may appear insignificant on M5 due to timeframe dependency.,TRUE,FALSE,Market inconsistency,Spread anomaly,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,"Price enters liquidity pool and consolidates rather than reversing, showing structural outcome depends on context.",TRUE,FALSE,Always reversal,Structure invalid,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,Assuming every sweep equals reversal ignores structural sequence.,TRUE,FALSE,Improves neutrality,Reduces risk,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,Premium/discount analysis without defined range boundaries is structurally invalid.,TRUE,FALSE,Predictive,Indicator-based,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,Treating equal highs as guaranteed breakout levels increases emotional bias and risk exposure.,TRUE,FALSE,Improves neutrality,Reduces volatility,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,Assuming all FVGs must be filled reflects deterministic bias.,TRUE,FALSE,Improves discipline,Reduces exposure,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,Ignoring structural context when evaluating liquidity events may lead to misclassification and emotional trading.,TRUE,FALSE,Improves clarity,Reduces bias,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,Automatically buying in discount without structural confirmation demonstrates execution bias.,TRUE,FALSE,Risk-first discipline,Neutral observation,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,Closed-bar confirmation improves liquidity analysis by reducing premature classification.,TRUE,FALSE,Guarantees reversal,Increases spread,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,Liquidity awareness at Level 1 is intended to build contextual literacy rather than generate entries.,TRUE,FALSE,Replace structure,Predict exact reversals,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,4,Liquidity concepts must remain secondary to structural sequence analysis.,TRUE,FALSE,Override structure,Replace structure,A
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,Position sizing primarily controls:,Profit acceleration,Potential loss exposure,Leverage limits,Spread variation,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,"If account equity is $25,000 and risk per trade is 1%, risk amount equals:",$100 ,$150 ,$250 ,$500 ,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,"If stop distance doubles while risk amount remains fixed, position size must:",Increase,Remain same,Decrease,Double,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,"Risk $100, reward $300 equals R:R of:",1:01,1:02,1:03,3:01,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,Break-even win rate for 1:3 R:R is approximately:,20%,25%,33%,50%,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,Drawdown is calculated from:,Initial deposit,Peak equity to current equity,Margin used,Number of losses,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,"Account drops from $10,000 to $8,000. Drawdown equals:",15%,18%,20%,25%,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,"After 40% drawdown, required recovery is approximately:",40%,50%,60%,67%,D
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,A trader increases lot size after losses to recover faster. This most directly increases:,Expectancy,Discipline,Drawdown acceleration risk,Win rate,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,Reducing stop size artificially to inflate R:R most likely:,Improves expectancy automatically,Distorts structural logic,Guarantees win,Reduces spread,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,A system with 30% win rate and 1:4 R:R may still be profitable because:,Win rate irrelevant,R:R compensates low win rate,Drawdown eliminated,Spread removed,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,Monitoring balance only while ignoring equity may hide:,Profit growth,Real-time exposure risk,Spread,Leverage,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,Tracking R-multiples primarily allows:,Leverage increase,Normalized performance measurement,Loss elimination,Prediction accuracy,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,A trade that follows all rules but loses should be evaluated as:,Failure,Emotional mistake,Process-compliant outcome,System invalid,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,Stopping journaling during drawdown most likely causes:,Improved clarity,Reduced bias,Distorted performance perception,Higher win rate,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,Risk percentage per trade should primarily be determined by:,Emotional confidence,Broker leverage,System & drawdown tolerance,Social advice,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,Psychological instability often increases as drawdown:,Decreases,Remains constant,Increases,Disappears,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,The primary objective of risk control is:,Maximize profit,Prevent large capital contraction,Increase trade frequency,Avoid journaling,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,Removing stop losses increases:,Control,Win rate,Unbounded risk exposure,Expectancy,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,"After a 50% drawdown, required recovery is:",50%,75%,100%,150%,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,Increasing risk during drawdown typically:,Reduces stress,Accelerates capital contraction,Improves expectancy,Guarantees recovery,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,Expectancy becomes measurable only when:,R:R high,Risk increased,Sufficient trade data recorded,Win rate 70%,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,Evaluating process over outcome means:,Judging profit only,Ignoring losses,Assessing rule adherence,Increasing R:R,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,"Without journaling, performance improvement becomes:",Automatic,Precise,Data-driven,Unstructured,D
cmlf8ui0u0000os5iqlycmegv,Module 5 - Assessment,ASSESSMENT,ASSESSMENT,MODULE,5,Long-term trading survival depends primarily on:,Prediction accuracy,High leverage,Risk management discipline,Trade frequency,C
